customer_id,age,segment,credit_score,employment_status,income,account_id,credit_limit,balance,utilisation_rate,days_past_due,default_flag,high_risk_flag,risk_level
1331,40,Near-Prime,752,Employed,32804,1331,4016,2722,0.6777888446215139,0,0,0,Low
1332,68,Near-Prime,646,Employed,28456,1332,6383,4068,0.6373178756070813,30,0,1,Medium
1333,45,Prime,687,Employed,45085,1333,10652,2649,0.248685692827638,0,0,0,Low
1334,58,Subprime,516,Self-Employed,22722,1334,3474,3027,0.8713298791018999,0,0,1,High
1335,33,Subprime,639,Employed,30368,1335,4969,4351,0.8756288991748843,90,1,1,High
1336,24,Near-Prime,692,Employed,35790,1336,7166,3269,0.4561819704158526,0,0,0,Low
1337,34,Prime,744,Self-Employed,56869,1337,6901,1876,0.27184466019417475,0,0,0,Low
1338,53,Near-Prime,654,Employed,50255,1338,5172,2863,0.5535576179427688,0,0,0,Low
1339,48,Prime,769,Employed,54121,1339,9452,4345,0.45969107067287346,0,0,0,Low
1340,72,Prime,716,Employed,75791,1340,5667,2161,0.3813305099700018,0,0,0,Low
1341,57,Prime,762,Unemployed,8000,1341,9672,2827,0.2922870140612076,0,0,0,Low
1342,28,Prime,720,Employed,53494,1342,5476,2701,0.49324324324324326,0,0,0,Low
1343,64,Subprime,526,Employed,24764,1343,4523,4453,0.9845235463188149,30,0,1,High
1344,54,Near-Prime,648,Self-Employed,47492,1344,7360,4962,0.6741847826086956,0,0,0,Low
1345,64,Near-Prime,661,Self-Employed,22081,1345,6757,3631,0.5373686547284298,0,0,0,Low
1346,25,Prime,748,Employed,40568,1346,7648,4124,0.5392259414225942,0,0,0,Low
1347,74,Prime,759,Employed,53926,1347,9340,3936,0.4214132762312634,0,0,0,Low
1348,25,Prime,602,Employed,70513,1348,7973,2165,0.2715414524018563,30,0,1,Medium
1349,51,Subprime,531,Self-Employed,29355,1349,2469,2738,1.1089509923045768,30,0,1,High
1350,65,Prime,734,Self-Employed,41484,1350,8322,4186,0.5030040855563567,0,0,0,Low
1351,29,Subprime,670,Unemployed,8000,1351,4198,3443,0.8201524535493092,0,0,1,Low
1352,62,Near-Prime,625,Employed,53383,1352,6065,2036,0.33569661995053585,0,0,0,Low
1353,52,Prime,756,Employed,48788,1353,11901,4025,0.3382068733719856,0,0,0,Low
1354,53,Near-Prime,754,Employed,32456,1354,7148,7531,1.0535814213766088,60,0,1,High
1355,23,Prime,697,Unemployed,14432,1355,10317,2308,0.22370844237665988,0,0,0,Low
1356,50,Subprime,603,Self-Employed,34066,1356,1891,1488,0.7868852459016393,0,0,0,Low
1357,70,Subprime,531,Employed,35644,1357,3214,2718,0.8456751711263223,30,0,1,High
1358,32,Prime,729,Employed,45499,1358,6871,3422,0.49803522049192256,0,0,0,Low
1359,49,Prime,717,Employed,39748,1359,8633,1946,0.22541410865284373,0,0,0,Low
1360,23,Near-Prime,643,Employed,41065,1360,4960,3396,0.6846774193548387,0,0,0,Low
1361,46,Subprime,743,Unemployed,11005,1361,3122,1337,0.4282511210762332,0,0,0,Low
1362,50,Prime,783,Employed,58646,1362,11122,5167,0.464574716777558,0,0,0,Low
1363,29,Near-Prime,735,Employed,51825,1363,6712,3487,0.5195172824791419,0,0,0,Low
1364,46,Near-Prime,704,Employed,26129,1364,7510,3580,0.4766977363515313,0,0,0,Low
1365,22,Near-Prime,599,Self-Employed,46877,1365,3598,2939,0.8168426903835464,0,0,1,Medium
1366,23,Prime,765,Employed,44033,1366,9115,3779,0.4145913329676358,0,0,0,Low
1367,66,Near-Prime,733,Employed,46845,1367,7450,5548,0.7446979865771812,0,0,0,Low
1368,24,Subprime,528,Unemployed,8575,1368,5006,4889,0.9766280463443867,0,0,1,High
1369,45,Prime,788,Employed,46860,1369,5903,3780,0.6403523632051499,0,0,0,Low
1370,71,Prime,778,Employed,48900,1370,8297,2229,0.268651319754128,0,0,0,Low
1371,33,Subprime,691,Employed,19326,1371,4534,4895,1.079620644022938,0,0,1,Medium
1372,59,Prime,733,Employed,55404,1372,8615,3898,0.45246662797446313,0,0,0,Low
1373,64,Subprime,514,Employed,23363,1373,2589,1955,0.7551178061027424,0,0,1,Medium
1374,55,Prime,735,Employed,62862,1374,5900,1637,0.2774576271186441,0,0,0,Low
1375,43,Prime,807,Employed,61400,1375,7102,3842,0.5409743734159391,0,0,0,Low
1376,29,Subprime,470,Employed,38128,1376,1811,1121,0.6189950303699614,30,0,1,High
1377,22,Prime,667,Employed,58663,1377,9116,4810,0.5276437033786748,0,0,0,Low
1378,74,Near-Prime,684,Employed,44165,1378,7344,7605,1.0355392156862746,0,0,1,Medium
1379,61,Prime,732,Employed,69000,1379,6478,3867,0.5969435010805805,0,0,0,Low
1380,64,Near-Prime,680,Unemployed,8117,1380,6386,5928,0.928280613842781,0,0,1,Medium
1381,51,Prime,787,Employed,40117,1381,10690,3657,0.34209541627689427,0,0,0,Low
1382,64,Prime,727,Employed,57000,1382,8994,5076,0.5643762508338893,0,0,0,Low
1383,67,Subprime,467,Employed,19464,1383,1889,1065,0.563790365272631,0,0,1,Low
1384,22,Prime,831,Employed,79539,1384,9772,4055,0.41496111338518216,0,0,0,Low
1385,52,Near-Prime,630,Employed,51643,1385,5918,5907,0.9981412639405205,0,0,1,Medium
1386,38,Prime,707,Employed,76639,1386,8686,3116,0.3587381994013355,0,0,0,Low
1387,33,Near-Prime,735,Employed,40499,1387,5179,4517,0.8721760957713844,0,0,1,Medium
1388,66,Prime,734,Employed,60505,1388,9173,5525,0.6023111304916603,0,0,0,Low
1389,25,Subprime,576,Employed,25243,1389,4009,4484,1.1184834123222749,0,0,1,High
1390,62,Prime,769,Employed,63829,1390,13781,3582,0.25992308250489804,0,0,0,Low
1391,64,Prime,793,Employed,42844,1391,9224,4877,0.5287294015611448,0,0,0,Low
1392,30,Prime,736,Employed,29569,1392,12022,5127,0.4264681417401431,0,0,0,Low
1393,63,Prime,810,Employed,47092,1393,9715,5957,0.6131755018013382,0,0,0,Low
1394,45,Near-Prime,573,Employed,28356,1394,5850,1866,0.318974358974359,0,0,1,Low
1395,54,Prime,780,Employed,69779,1395,9297,4696,0.505109175002689,0,0,0,Low
1396,57,Subprime,529,Unemployed,15447,1396,2278,2065,0.9064969271290606,0,0,1,High
1397,50,Prime,804,Self-Employed,40970,1397,9611,1455,0.15138903339923004,0,0,0,Low
1398,27,Prime,755,Employed,67917,1398,5015,1590,0.317048853439681,0,0,0,Low
1399,26,Near-Prime,646,Employed,47611,1399,4706,1336,0.28389290267743306,0,0,0,Low
1400,74,Near-Prime,713,Employed,27441,1400,6164,3111,0.504704737183647,0,0,0,Low
1401,23,Prime,785,Self-Employed,51097,1401,11387,6062,0.532361464828313,0,0,0,Low
1402,33,Prime,775,Employed,49198,1402,11861,5685,0.4793019138352584,0,0,0,Low
1403,23,Prime,708,Employed,62479,1403,8526,4053,0.4753694581280788,0,0,0,Low
1404,46,Near-Prime,655,Employed,30169,1404,6233,2755,0.44200224610941763,30,0,1,Medium
1405,44,Near-Prime,679,Employed,39209,1405,7476,6534,0.8739967897271268,0,0,1,Medium
1406,73,Prime,748,Employed,48140,1406,6341,2835,0.4470903642958524,90,1,1,Medium
1407,26,Subprime,624,Unemployed,11420,1407,3904,3351,0.8583504098360656,0,0,1,Medium
1408,63,Subprime,459,Unemployed,9349,1408,2672,2899,1.0849550898203593,90,1,1,High
1409,69,Near-Prime,696,Unemployed,8394,1409,5742,2593,0.45158481365377917,0,0,0,Low
1410,62,Subprime,562,Employed,26720,1410,3040,2757,0.9069078947368421,0,0,1,High
1411,32,Prime,716,Employed,75360,1411,9870,5068,0.5134751773049645,0,0,0,Low
1412,69,Prime,720,Self-Employed,50831,1412,10100,3718,0.3681188118811881,0,0,0,Low
1413,56,Prime,741,Employed,44589,1413,10782,5906,0.5477647931738082,0,0,0,Low
1414,22,Prime,605,Employed,60834,1414,9696,5057,0.5215552805280528,0,0,0,Low
1415,31,Near-Prime,644,Employed,38851,1415,6257,3940,0.6296947418890843,0,0,0,Low
1416,59,Subprime,527,Employed,19508,1416,5354,4374,0.8169592827792305,0,0,1,Medium
1417,54,Prime,771,Employed,77314,1417,5951,3145,0.5284826079650479,0,0,0,Low
1418,46,Prime,717,Employed,51475,1418,12391,7041,0.5682350092809297,0,0,0,Low
1419,38,Prime,741,Self-Employed,51221,1419,8420,3868,0.45938242280285035,0,0,0,Low
1420,41,Subprime,672,Self-Employed,28959,1420,4070,4599,1.1299754299754299,0,0,1,Medium
1421,56,Prime,789,Employed,72301,1421,8348,4581,0.548754192620987,0,0,0,Low
1422,60,Near-Prime,725,Employed,26562,1422,4946,1445,0.2921552769915083,0,0,0,Low
1423,72,Prime,730,Employed,57759,1423,9969,2385,0.23924164911224796,0,0,0,Low
1424,66,Prime,771,Employed,75872,1424,11084,6953,0.6273006134969326,90,1,1,Medium
1425,64,Subprime,565,Employed,28772,1425,3973,3131,0.7880694689151775,0,0,1,Medium
1426,42,Subprime,568,Employed,20587,1426,2957,2634,0.8907676699357457,0,0,1,High
1427,73,Prime,766,Employed,48816,1427,15000,9313,0.6208666666666667,0,0,0,Low
1428,50,Subprime,544,Employed,29241,1428,4698,3985,0.8482332907620264,0,0,1,Medium
1429,70,Near-Prime,754,Employed,50646,1429,7400,4865,0.6574324324324324,0,0,0,Low
1430,63,Subprime,570,Employed,25963,1430,3147,1991,0.632666031140769,0,0,1,Low
1431,50,Prime,774,Employed,63266,1431,7749,3917,0.5054845786553104,0,0,0,Low
1432,28,Near-Prime,752,Employed,28517,1432,5580,4281,0.7672043010752688,0,0,0,Low
1433,54,Prime,791,Employed,40562,1433,11162,4055,0.363286149435585,0,0,0,Low
1434,67,Near-Prime,609,Unemployed,8551,1434,4514,2101,0.46544085068675234,0,0,0,Low
1435,29,Prime,767,Employed,69380,1435,6863,5791,0.8438000874253242,0,0,1,Low
1436,71,Prime,784,Self-Employed,55688,1436,10079,4395,0.4360551642027979,0,0,0,Low
1437,40,Prime,785,Employed,57898,1437,9638,3348,0.34737497406100853,0,0,0,Low
1438,60,Near-Prime,624,Self-Employed,42224,1438,4844,3833,0.7912881915772089,0,0,0,Low
1439,45,Prime,723,Employed,66092,1439,6817,3015,0.44227666128795656,0,0,0,Low
1440,39,Near-Prime,729,Self-Employed,35118,1440,8156,3530,0.4328102010789603,0,0,0,Low
1441,25,Subprime,534,Employed,32129,1441,3857,3744,0.9707026186155043,0,0,1,High
1442,31,Prime,738,Employed,46691,1442,6272,2019,0.32190688775510207,0,0,0,Low
1443,35,Near-Prime,758,Employed,55866,1443,4059,3918,0.9652623798965262,0,0,1,Medium
1444,28,Prime,748,Employed,46996,1444,8276,4338,0.5241662638956017,0,0,0,Low
1445,39,Subprime,536,Unemployed,8000,1445,4232,3304,0.780718336483932,0,0,1,Medium
1446,43,Prime,714,Employed,60496,1446,10190,4752,0.4663395485770363,0,0,0,Low
1447,47,Near-Prime,696,Unemployed,10239,1447,7697,6393,0.8305833441600624,0,0,1,Low
1448,60,Subprime,500,Employed,29961,1448,2009,1801,0.8964659034345446,0,0,1,High
1449,52,Subprime,565,Employed,29363,1449,3723,4467,1.1998388396454471,30,0,1,High
1450,46,Near-Prime,696,Employed,31276,1450,8138,7138,0.8771196854263947,0,0,1,Medium
1451,47,Prime,801,Employed,71133,1451,11665,6102,0.5231033004714959,0,0,0,Low
1452,39,Near-Prime,713,Employed,47148,1452,6538,3024,0.4625267665952891,0,0,0,Low
1453,70,Subprime,537,Unemployed,14076,1453,5848,4756,0.8132694938440492,0,0,1,Medium
1454,62,Near-Prime,738,Self-Employed,35773,1454,6913,5155,0.7456965138145523,60,0,1,High
1455,49,Prime,738,Self-Employed,59165,1455,11085,3620,0.32656743346865136,0,0,0,Low
1456,59,Subprime,505,Employed,29184,1456,3544,4158,1.1732505643340858,0,0,1,High
1457,61,Near-Prime,671,Employed,49024,1457,4828,2197,0.45505385252692626,0,0,0,Low
1458,53,Near-Prime,751,Employed,49281,1458,4687,2449,0.5225090676338809,0,0,0,Low
1459,39,Prime,756,Employed,56930,1459,9363,3423,0.3655879525793015,0,0,0,Low
1460,57,Near-Prime,680,Self-Employed,27856,1460,5682,4538,0.7986624428018303,0,0,0,Low
1461,39,Prime,815,Employed,72796,1461,5462,1798,0.3291834492859758,0,0,0,Low
1462,53,Near-Prime,608,Employed,44447,1462,4461,1293,0.2898453261600538,0,0,0,Low
1463,67,Prime,698,Employed,48915,1463,8363,5128,0.6131770895611622,0,0,0,Low
1464,36,Near-Prime,599,Employed,43252,1464,7090,3978,0.5610719322990126,0,0,1,Low
1465,43,Subprime,602,Unemployed,8000,1465,3483,2030,0.5828308929084123,30,0,1,Medium
1466,27,Prime,756,Employed,65553,1466,8855,2982,0.3367588932806324,0,0,0,Low
1467,46,Subprime,672,Employed,19172,1467,2513,3015,1.1997612415439713,60,0,1,High
1468,52,Prime,759,Employed,52791,1468,9046,3179,0.3514260446606235,0,0,0,Low
1469,32,Subprime,555,Self-Employed,29466,1469,4819,3947,0.8190495953517327,0,0,1,Medium
1470,28,Near-Prime,680,Employed,48310,1470,6233,3494,0.5605647360821434,0,0,0,Low
1471,25,Near-Prime,685,Employed,40852,1471,3739,1508,0.40331639475795666,0,0,0,Low
1472,62,Near-Prime,596,Employed,45079,1472,4122,2067,0.5014556040756915,0,0,1,Low
1473,48,Subprime,742,Employed,27830,1473,4088,2145,0.524706457925636,0,0,0,Low
1474,73,Prime,770,Employed,54678,1474,8551,5074,0.5933808911238452,0,0,0,Low
1475,25,Prime,758,Employed,55854,1475,8850,4116,0.46508474576271186,0,0,0,Low
1476,69,Near-Prime,710,Employed,38487,1476,5080,5824,1.146456692913386,0,0,1,Medium
1477,46,Subprime,622,Unemployed,8000,1477,4003,2693,0.6727454409193105,0,0,0,Low
1478,25,Near-Prime,672,Self-Employed,33853,1478,5548,2653,0.47819033886085077,0,0,0,Low
1479,42,Near-Prime,648,Employed,41958,1479,5720,5472,0.9566433566433566,0,0,1,Medium
1480,35,Prime,773,Employed,52508,1480,7297,4441,0.6086062765520077,0,0,0,Low
1481,33,Subprime,603,Employed,27065,1481,4421,4183,0.9461660257860213,0,0,1,Medium
1482,48,Prime,717,Employed,51766,1482,8557,2421,0.2829262592029917,0,0,0,Low
1483,53,Near-Prime,750,Employed,33091,1483,6911,6904,0.998987121979453,0,0,1,Medium
1484,63,Prime,761,Employed,50069,1484,6612,2903,0.43905021173623715,60,0,1,Medium
1485,43,Prime,779,Employed,51931,1485,12467,4804,0.3853372904467795,0,0,0,Low
1486,53,Prime,805,Employed,55051,1486,11554,7180,0.6214298078587502,0,0,0,Low
1487,63,Prime,750,Employed,58933,1487,5180,2313,0.44652509652509653,0,0,0,Low
1488,38,Near-Prime,695,Employed,38555,1488,4797,1999,0.4167187825724411,0,0,0,Low
1489,70,Prime,782,Employed,44703,1489,9955,4539,0.4559517830236062,0,0,0,Low
1490,73,Prime,721,Employed,41019,1490,6360,2116,0.33270440251572325,0,0,0,Low
1491,50,Prime,752,Employed,80974,1491,8736,436,0.04990842490842491,0,0,0,Low
1492,46,Prime,755,Employed,43701,1492,9853,3130,0.3176697452552522,0,0,0,Low
1493,36,Prime,711,Employed,49813,1493,8630,3200,0.3707995365005794,0,0,0,Low
1494,33,Prime,842,Employed,60170,1494,10077,2787,0.276570407859482,0,0,0,Low
1495,59,Near-Prime,609,Employed,42886,1495,4960,3794,0.7649193548387097,0,0,0,Low
1496,53,Near-Prime,615,Self-Employed,44166,1496,2633,1302,0.49449297379415114,0,0,0,Low
1497,46,Near-Prime,745,Unemployed,8671,1497,7473,5572,0.745617556536866,30,0,1,High
1498,68,Prime,778,Employed,57385,1498,10951,2902,0.26499863026207654,0,0,0,Low
1499,21,Prime,708,Self-Employed,55613,1499,14007,8213,0.5863496823017063,0,0,0,Low
1500,69,Subprime,616,Self-Employed,26127,1500,1292,685,0.5301857585139319,0,0,0,Low
1501,58,Near-Prime,753,Employed,41963,1501,7126,1294,0.18158854897558238,0,0,0,Low
1502,22,Prime,748,Unemployed,13166,1502,5062,3217,0.6355195574871593,0,0,0,Low
1503,69,Prime,850,Employed,54777,1503,12512,4024,0.32161125319693096,0,0,0,Low
1504,26,Prime,681,Employed,54844,1504,9975,7117,0.7134837092731829,0,0,0,Low
1505,66,Prime,777,Employed,65681,1505,7096,3794,0.5346674182638106,0,0,0,Low
1506,70,Prime,796,Employed,64613,1506,10560,6003,0.5684659090909091,0,0,0,Low
1507,58,Near-Prime,724,Employed,52671,1507,5170,4441,0.8589941972920696,0,0,1,Medium
1508,62,Near-Prime,669,Employed,25950,1508,6450,4337,0.6724031007751938,0,0,0,Low
1509,44,Near-Prime,665,Employed,47240,1509,6308,4256,0.6746987951807228,0,0,0,Low
1510,38,Near-Prime,702,Employed,44812,1510,8616,7808,0.9062209842154132,30,0,1,High
1511,47,Subprime,628,Employed,22686,1511,5314,4664,0.8776815957847196,0,0,1,Medium
1512,61,Near-Prime,710,Unemployed,10754,1512,5104,2574,0.5043103448275862,0,0,0,Low
1513,28,Subprime,642,Unemployed,13153,1513,4558,4541,0.9962702939885915,0,0,1,Medium
1514,48,Prime,709,Employed,46708,1514,9709,1290,0.1328664126068596,0,0,0,Low
1515,30,Prime,740,Employed,59425,1515,6174,4000,0.6478781988986071,0,0,0,Low
1516,37,Prime,712,Employed,63713,1516,7607,4952,0.6509793611147627,0,0,0,Low
1517,49,Near-Prime,660,Employed,31431,1517,9504,8455,0.8896254208754208,0,0,1,Medium
1518,26,Subprime,640,Employed,27146,1518,3857,4396,1.1397459165154264,60,0,1,High
1519,34,Prime,754,Employed,58009,1519,10999,4810,0.43731248295299574,0,0,0,Low
1520,42,Subprime,736,Unemployed,8000,1520,3287,2706,0.823243078795254,0,0,1,Low
1521,74,Prime,757,Employed,46208,1521,7920,2103,0.265530303030303,0,0,0,Low
1522,26,Subprime,583,Employed,27189,1522,3527,4232,1.1998865891692656,0,0,1,High
1523,46,Prime,754,Employed,63016,1523,8467,3194,0.3772292429431912,0,0,0,Low
1524,59,Prime,724,Employed,61437,1524,6013,3012,0.5009146848494928,0,0,0,Low
1525,32,Prime,747,Employed,46385,1525,6993,3413,0.48805948805948807,0,0,0,Low
1526,55,Prime,795,Employed,61521,1526,10415,2592,0.24887181949111858,0,0,0,Low
1527,34,Prime,754,Employed,46640,1527,8238,1551,0.18827385287691187,0,0,0,Low
1528,42,Prime,718,Employed,38898,1528,9051,4080,0.45077891945641363,0,0,0,Low
1529,71,Subprime,524,Employed,25797,1529,3734,2750,0.7364756293519015,0,0,1,Medium
1530,43,Near-Prime,657,Self-Employed,48983,1530,6469,4089,0.6320915133714639,0,0,0,Low
1531,68,Prime,752,Self-Employed,61559,1531,11293,6886,0.6097582573275481,0,0,0,Low
1532,27,Near-Prime,739,Employed,39987,1532,4351,3023,0.6947828085497587,0,0,0,Low
1533,60,Near-Prime,612,Employed,36666,1533,6855,5495,0.8016046681254558,0,0,1,Low
1534,70,Prime,737,Employed,51102,1534,10510,5431,0.5167459562321598,0,0,0,Low
1535,45,Prime,755,Employed,56087,1535,10971,4416,0.4025157232704403,0,0,0,Low
1536,33,Prime,676,Employed,44315,1536,6174,1850,0.29964366699060574,0,0,0,Low
1537,41,Prime,716,Employed,51518,1537,9509,4656,0.48964139236512777,0,0,0,Low
1538,61,Near-Prime,646,Employed,38275,1538,8574,5716,0.6666666666666666,0,0,0,Low
1539,30,Prime,718,Employed,41489,1539,8801,5168,0.5872059993182593,0,0,0,Low
1540,73,Near-Prime,689,Unemployed,8000,1540,6725,4168,0.6197769516728625,0,0,0,Low
1541,29,Near-Prime,671,Employed,43284,1541,7170,4234,0.5905160390516039,0,0,0,Low
1542,35,Prime,727,Employed,55095,1542,6949,2887,0.41545546121744137,0,0,0,Low
1543,72,Near-Prime,701,Employed,37529,1543,8750,4079,0.46617142857142857,0,0,0,Low
1544,22,Prime,818,Self-Employed,45885,1544,9999,6669,0.666966696669667,0,0,0,Low
1545,45,Subprime,678,Unemployed,14730,1545,4019,4561,1.1348594177656133,0,0,1,Medium
1546,33,Prime,673,Employed,46620,1546,5675,1521,0.2680176211453745,0,0,0,Low
1547,54,Subprime,614,Employed,29509,1547,4294,4512,1.0507685142058687,0,0,1,Medium
1548,71,Near-Prime,671,Employed,36097,1548,6759,1899,0.2809587217043941,0,0,0,Low
1549,54,Prime,756,Employed,55362,1549,12248,7321,0.5977302416721098,0,0,0,Low
1550,55,Near-Prime,660,Employed,43660,1550,5533,2825,0.5105729260798844,60,0,1,Medium
1551,58,Subprime,587,Employed,19778,1551,2512,2361,0.9398885350318471,60,0,1,High
1552,23,Near-Prime,687,Employed,39947,1552,4976,1314,0.2640675241157556,30,0,1,Medium
1553,62,Subprime,545,Self-Employed,35144,1553,2995,1648,0.5502504173622704,0,0,1,Low
1554,26,Subprime,526,Employed,38569,1554,2381,2302,0.9668206635867282,30,0,1,High
1555,68,Prime,732,Employed,53699,1555,11580,3993,0.34481865284974095,0,0,0,Low
1556,69,Prime,759,Employed,55416,1556,11655,3776,0.323981123981124,0,0,0,Low
1557,39,Near-Prime,709,Self-Employed,57690,1557,5706,5301,0.9290220820189274,60,0,1,High
1558,23,Prime,784,Employed,66349,1558,8214,6420,0.7815924032140248,0,0,0,Low
1559,38,Subprime,550,Unemployed,8148,1559,1684,1825,1.083729216152019,0,0,1,High
1560,59,Subprime,597,Employed,24286,1560,4195,2420,0.5768772348033373,0,0,1,Low
1561,29,Prime,788,Self-Employed,64565,1561,12306,8792,0.714448236632537,0,0,0,Low
1562,72,Prime,796,Self-Employed,44889,1562,7725,1666,0.21566343042071198,0,0,0,Low
1563,32,Near-Prime,677,Employed,48701,1563,5824,3430,0.5889423076923077,0,0,0,Low
1564,25,Prime,741,Self-Employed,58342,1564,9868,4521,0.4581475476286988,0,0,0,Low
1565,23,Subprime,591,Employed,31106,1565,5224,6268,1.1998468606431854,0,0,1,High
1566,31,Prime,704,Employed,52432,1566,9399,5516,0.5868709437174168,0,0,0,Low
1567,50,Near-Prime,670,Employed,34961,1567,6293,3506,0.5571269664706817,0,0,0,Low
1568,24,Prime,779,Employed,69619,1568,9358,2884,0.3081855097243001,0,0,0,Low
1569,25,Near-Prime,712,Employed,38026,1569,3862,3284,0.8503366131538063,0,0,1,Medium
1570,21,Prime,739,Employed,50890,1570,6106,2259,0.36996396986570584,0,0,0,Low
1571,47,Near-Prime,690,Employed,39358,1571,4788,3319,0.6931913116123642,0,0,0,Low
1572,48,Prime,717,Employed,56930,1572,11025,2695,0.24444444444444444,0,0,0,Low
1573,49,Near-Prime,715,Employed,31753,1573,5496,4198,0.7638282387190685,0,0,0,Low
1574,38,Subprime,575,Self-Employed,24610,1574,2970,2887,0.9720538720538721,0,0,1,High
1575,32,Prime,738,Employed,48819,1575,7905,2084,0.26363061353573686,0,0,0,Low
1576,33,Prime,735,Self-Employed,63452,1576,8724,5275,0.6046538285190279,0,0,0,Low
1577,61,Prime,747,Employed,46140,1577,12404,6613,0.5331344727507256,0,0,0,Low
1578,22,Near-Prime,657,Employed,25953,1578,5773,4606,0.7978520699809458,0,0,0,Low
1579,57,Near-Prime,712,Self-Employed,24263,1579,4820,2767,0.5740663900414937,0,0,0,Low
1580,65,Near-Prime,660,Employed,28236,1580,6037,4140,0.6857710783501739,0,0,0,Low
1581,36,Prime,813,Employed,68615,1581,12510,5748,0.4594724220623501,0,0,0,Low
1582,68,Prime,808,Employed,55162,1582,7994,3419,0.42769577182887164,0,0,0,Low
1583,44,Near-Prime,635,Employed,44009,1583,4228,2892,0.6840113528855251,0,0,0,Low
1584,55,Prime,752,Unemployed,11609,1584,7998,5106,0.6384096024006002,90,1,1,Medium
1585,42,Subprime,540,Employed,28337,1585,3628,4058,1.1185226019845644,90,1,1,High
1586,56,Prime,736,Employed,54252,1586,10376,2829,0.27264841942945256,0,0,0,Low
1587,31,Near-Prime,780,Employed,48356,1587,7510,6361,0.8470039946737683,0,0,1,Low
1588,66,Prime,737,Employed,56459,1588,6908,4342,0.6285466126230458,0,0,0,Low
1589,49,Prime,764,Employed,68990,1589,7098,3033,0.4273034657650042,0,0,0,Low
1590,55,Near-Prime,707,Unemployed,11862,1590,5515,4145,0.7515865820489573,0,0,0,Low
1591,68,Near-Prime,629,Self-Employed,35057,1591,7026,5261,0.7487902077996015,0,0,0,Low
1592,74,Subprime,528,Employed,25017,1592,2239,1427,0.637338097364895,0,0,1,Low
1593,35,Prime,701,Employed,47725,1593,7785,3057,0.3926782273603083,0,0,0,Low
1594,51,Prime,714,Employed,67175,1594,7814,4396,0.5625799846429486,0,0,0,Low
1595,62,Near-Prime,537,Employed,36759,1595,7412,4082,0.550728548300054,0,0,1,Low
1596,61,Near-Prime,707,Employed,33612,1596,6792,5739,0.8449646643109541,60,0,1,High
1597,63,Prime,832,Employed,58197,1597,10807,6978,0.645692606643842,0,0,0,Low
1598,36,Prime,755,Self-Employed,54028,1598,11677,7257,0.6214781193799778,0,0,0,Low
1599,30,Prime,693,Employed,57945,1599,8388,6265,0.746900333810205,0,0,0,Low
1600,69,Subprime,541,Employed,39338,1600,2312,1912,0.8269896193771626,0,0,1,Medium
1601,52,Prime,731,Employed,64130,1601,6638,3163,0.47649894546550164,0,0,0,Low
1602,71,Prime,709,Employed,55270,1602,5323,2651,0.49802742814202516,0,0,0,Low
1603,22,Prime,784,Employed,40915,1603,8082,3563,0.4408562237070032,0,0,0,Low
1604,44,Prime,782,Employed,50000,1604,8231,4373,0.5312841696027214,0,0,0,Low
1605,43,Prime,703,Employed,62110,1605,10575,2044,0.19328605200945626,0,0,0,Low
1606,22,Near-Prime,716,Employed,30631,1606,6025,4163,0.690954356846473,0,0,0,Low
1607,58,Prime,811,Employed,76409,1607,8019,1951,0.24329716922309516,0,0,0,Low
1608,51,Subprime,694,Employed,28086,1608,3384,2062,0.609338061465721,0,0,0,Low
1609,71,Prime,850,Employed,55488,1609,6922,3875,0.5598093036694597,0,0,0,Low
1610,60,Near-Prime,634,Employed,34666,1610,7538,4599,0.6101087821703369,0,0,0,Low
1611,46,Subprime,749,Employed,30980,1611,2714,2780,1.0243183492999264,0,0,1,Medium
1612,49,Near-Prime,662,Unemployed,8000,1612,4290,2599,0.6058275058275058,0,0,0,Low
1613,23,Near-Prime,650,Employed,57319,1613,7226,6295,0.8711597010794354,0,0,1,Medium
1614,34,Prime,763,Employed,68173,1614,10148,4202,0.4140717382735514,0,0,0,Low
1615,45,Prime,726,Self-Employed,64842,1615,5552,870,0.15670028818443804,0,0,0,Low
1616,68,Near-Prime,699,Employed,28876,1616,7282,5061,0.6950013732491074,30,0,1,Medium
1617,21,Subprime,500,Employed,29232,1617,2758,848,0.3074691805656273,0,0,1,Low
1618,73,Near-Prime,668,Employed,49672,1618,5438,1954,0.3593232806178742,0,0,0,Low
1619,23,Near-Prime,744,Employed,44744,1619,6280,2973,0.4734076433121019,0,0,0,Low
1620,74,Near-Prime,677,Self-Employed,31983,1620,6879,3084,0.44832097688617534,0,0,0,Low
1621,46,Prime,755,Employed,48499,1621,9890,3641,0.368149646107179,0,0,0,Low
1622,38,Prime,769,Employed,50480,1622,8900,2613,0.29359550561797754,0,0,0,Low
1623,29,Near-Prime,738,Employed,35172,1623,5363,1977,0.36863695692709303,0,0,0,Low
1624,58,Subprime,480,Employed,37172,1624,3912,4694,1.1998977505112474,60,0,1,High
1625,43,Prime,773,Employed,35789,1625,8763,3051,0.3481684354673057,0,0,0,Low
1626,41,Near-Prime,666,Employed,45247,1626,8708,1775,0.20383555351401011,0,0,0,Low
1627,21,Prime,756,Employed,42076,1627,10172,4026,0.3957923712151003,0,0,0,Low
1628,41,Near-Prime,732,Employed,32309,1628,4614,1961,0.4250108365843086,0,0,0,Low
